,0,1,2,3,4
0,0.34377576029415546,0.5692943189585904,0.3250799160834611,0.8131125785001131,0.7669326300184973
1,0.6402437198976245,0.46248283277635016,0.9668503631137025,0.7728572502733255,0.13671877752356398
2,0.864880698813587,0.6997353387891566,0.8221992742787368,0.8826973216555382,0.09635711084860377
3,0.7848191638626771,0.6723360955038458,0.9755647417243093,0.834716655873709,0.24961124192562212
4,0.5729583580209385,0.9244230028745282,0.9262676260332524,0.6233397879239161,0.4828848288393146
5,0.4292008345084103,0.462731005876557,0.00897295612451332,0.5817596897254139,0.6298777908539283
6,0.48169403843139014,0.29314522625486494,0.3537491011570504,0.5043429596547572,0.9443095439446558
7,0.4571118513453598,0.7188848979107336,0.44556310637616037,0.5522589997506763,0.7373878271995833
8,0.47184968877400235,0.6559405868636878,0.10974099906869494,0.45022373315743747,0.6877208442549839
9,0.8124826247505597,0.4403384574996112,0.9947071130086298,0.7420625489238943,0.5990576622904873
10,0.935667994676229,0.0032573471963520673,0.6873256480791923,0.4148805357514427,0.10016640351511774
11,0.9163109697815017,0.4311969155418458,0.7556280357894306,0.04539952888988508,0.14372504639779937
12,0.09176865074931073,0.2043209329396819,0.9096149847472136,0.7921139221644219,0.19832689585465335
13,0.2522081326100617,0.9804786083251492,0.06106732627742928,0.03859431440499339,0.8463403351294656
14,0.6502915978621753,0.43772066786037356,0.5750244471409341,0.18930142283760032,0.9975309577050624
15,0.41082514769102707,0.8720696103824633,0.6545833647535191,0.8589116833526249,0.5441415344725503
16,0.42109795322370036,0.35212176761606273,0.9349930860561252,0.17081744914261499,0.03037202592526478
17,0.5270115550404498,0.3389039537349554,0.9705003470288439,0.18366999501048953,0.09178735258795245
18,0.6826939595306679,0.885780527749941,0.06433591580794551,0.9666515535325575,0.5521406610715713
19,0.6962259110627619,0.8772328383182062,0.6129465168538729,0.44521930036321655,0.10104936571161272
20,0.1649957643142984,0.2834227043166465,0.9041590726616892,0.4348651876024938,0.3191447790238483
21,0.15178442027842987,0.3074290791701866,0.3494949044560236,0.4687618264100206,0.20560820797409185
22,0.10856340915965812,0.6646094884571045,0.6084798965429564,0.6181963510241242,0.8215440546656474
23,0.9890401447754051,0.8094928172858883,0.19032780910856395,0.5422285264193895,0.05379480728382757
24,0.22740225819114057,0.6202988160973715,0.6931210183642139,0.6376867160683581,0.6979739278303841
25,0.8739032302790678,0.09331291077616577,0.8040249733165699,0.09858786600235381,0.3876859924148722
26,0.6735861673234914,0.5157782130563997,0.7114309321248458,0.11860919849865847,0.9639761038296067
27,0.21977984508423232,0.43810154870086093,0.6723833678968758,0.7776999881288291,0.3914977669574977
28,0.6486739083630924,0.35472356862230214,0.5107876472681852,0.548270418497889,0.4220941640455791
29,0.3100584084894461,0.20631071222726838,0.5035610764356591,0.22820874572682792,0.4985989465408259
30,0.20698742787003366,0.6723561424826211,0.7133771203060729,0.8184386574375929,0.6556649313211957
31,0.9104771446529604,0.4672712935560803,0.612904011576941,0.01677176484157239,0.7069969003334126
32,0.0026603141074575953,0.22218652827280438,0.6017684763312425,0.48321463303034784,0.039950369163972876
33,0.9900455050818392,0.9805178363936132,0.03908577335410757,0.4733429878036255,0.7576899976045679
34,0.13805920021417395,0.04216881895950453,0.49680793860761596,0.4572474026350931,0.7259069285722543
35,0.8623844772387972,0.29455068435258824,0.7312225283043352,0.848128091105197,0.7231336145622743
36,0.6022778672451714,0.44962394081030344,0.18872741433850615,0.1347800148647742,0.7241394722068089
