,0,1,2,3,4
0,0.10011042076095977,0.1918218795397394,0.9230002000635148,0.33010884800478124,0.7269041742748208
1,0.014521958618496922,0.08636287319157065,0.08583622201726993,0.3854787585511328,0.30052839076509785
2,0.748709973051321,0.9199916198262479,0.6005234723090179,0.15584149014004212,0.47605510854928956
3,0.8908185259757659,0.834176973289292,0.31368947574014305,0.5694404801720171,0.7443289755377777
4,0.03834953945180353,0.42982345514589193,0.9715307982204544,0.6370384593130545,0.49265007029849783
5,0.9708902588912712,0.5870882758316757,0.9189031044276005,0.9959650521898709,0.9026483195203822
6,0.8007091968232405,0.42623651988536715,0.6941347229530626,0.2867807190939995,0.4582480645000141
7,0.21095025619379348,0.9498952165880086,0.7751824727914879,0.526701968432245,0.599944951515529
8,0.5853826523460013,0.6166820416474055,0.9623548880264191,0.5297301179194946,0.9221858679160969
9,0.9776431617745329,0.9383780995369774,0.8762460297934224,0.6172525833779932,0.18702283755941362
10,0.9580050089661375,0.7005812623772528,0.20505662057063523,0.8260336150902458,0.9256485676499611
11,0.9195723917365763,0.6020034050829158,0.6877225559651917,0.7939507379323891,0.399061819500099
12,0.9508788410904108,0.3708628239856311,0.06402402890882697,0.025336566788838444,0.010775180730318024
13,0.2776714144785568,0.13408233575769435,0.3821069656179088,0.21380509327841113,0.04765205309595055
14,0.2379236619739249,0.9778228457273914,0.9808724302118567,0.31078442539019124,0.8113315355652825
15,0.9395640297373831,0.2580150435066303,0.7053958596214691,0.9950852466982772,0.15124343657361394
16,0.33167568582677964,0.013040473025921262,0.9929999969684332,0.3916476225821244,0.9305651951951494
17,0.7203250307594931,0.1066552702090574,0.12170289039609816,0.42137241117002444,0.42452820034044403
18,0.36652239506484263,0.8154317999282094,0.3692767836762506,0.30016866566910017,0.9925252709381169
19,0.10148490192074677,0.03229848001388069,0.4120737035662472,0.8202044373685639,0.5996577402872312
20,0.5506257345199602,0.0942967812701544,0.5116568041564159,0.9941772807356347,0.22798553010145384
21,0.563223201726035,0.3372480108333131,0.7907271222469794,0.7011817549013531,0.16956623365119727
22,0.681016945645702,0.4204646136958087,0.050010195885220154,0.5867255397050664,0.7486352691948472
23,0.05894077611269388,0.00826535957036878,0.3411874431976123,0.3051577868080473,0.4279118924093098
24,0.34048399472675117,0.49749413164617595,0.21375435372087614,0.31266601995227616,0.47387777550504584
25,0.1741003718438171,0.2115252131753962,0.27236089504102334,0.5769481991122398,0.7751267893852798
26,0.5209233429129942,0.2542644841104109,0.33287320127271725,0.4485903951395561,0.3898726811984006
27,0.7775038052136723,0.02971282057382929,0.191765423430038,0.8421253689865567,0.5701208833462015
28,0.015337279703965923,0.11581267766787606,0.4835603602121946,0.4200467424198212,0.7312408123269776
29,0.22175122847707307,0.5547411119727641,0.48383101171024034,0.47408467969502843,0.5355925710684629
30,0.02693543951727373,0.14558287892234056,0.9502235647463197,0.9514970616006984,0.21897115921926502
31,0.20778884681914378,0.6320294262235309,0.08557199849245478,0.31918114071741754,0.81954827238218
